"run_id","scenario_name","provider","backend","backend_family","backend_profile","topology","benchmark_name","benchmark_tool","benchmark_rw_mode","io_engine","block_size","block_size_bytes","iodepth","numjobs","runtime_sec","ramp_time_sec","direct","time_based","fio_size","fio_fsync","fio_fdatasync","durability_mode","durability_every_ops","storage_target","storage_target_filesystem","target_sharing","target_state_method","benchmark_machine_type","benchmark_availability_zone","storage_instance_type","node_count","block_volume_type","block_volume_size_gib","block_volume_iops","block_volume_throughput_mbps","device_mode","image_size_gib","benchmark_client_count","repetition","fio_job","fio_command","fio_error","usr_cpu","sys_cpu","ctx","majf","minf","read_io_bytes","read_bw_bytes","read_bw_kib_per_sec","read_iops","read_runtime_ms","read_total_ios","read_slat_mean_ns","read_slat_min_ns","read_slat_max_ns","read_slat_stddev_ns","read_slat_samples","read_clat_mean_ns","read_clat_p50_ns","read_clat_p95_ns","read_clat_p99_ns","read_clat_p999_ns","read_clat_p9999_ns","read_clat_min_ns","read_clat_max_ns","read_clat_stddev_ns","read_clat_samples","read_lat_mean_ns","read_lat_min_ns","read_lat_max_ns","read_lat_stddev_ns","read_lat_samples","read_bw_min_kib_per_sec","read_bw_max_kib_per_sec","read_bw_mean_kib_per_sec","read_bw_dev_kib_per_sec","read_bw_samples","read_iops_min","read_iops_max","read_iops_mean","read_iops_stddev","read_iops_samples","write_io_bytes","write_bw_bytes","write_bw_kib_per_sec","write_iops","write_runtime_ms","write_total_ios","write_slat_mean_ns","write_slat_min_ns","write_slat_max_ns","write_slat_stddev_ns","write_slat_samples","write_clat_mean_ns","write_clat_p50_ns","write_clat_p95_ns","write_clat_p99_ns","write_clat_p999_ns","write_clat_p9999_ns","write_clat_min_ns","write_clat_max_ns","write_clat_stddev_ns","write_clat_samples","write_lat_mean_ns","write_lat_min_ns","write_lat_max_ns","write_lat_stddev_ns","write_lat_samples","write_bw_min_kib_per_sec","write_bw_max_kib_per_sec","write_bw_mean_kib_per_sec","write_bw_dev_kib_per_sec","write_bw_samples","write_iops_min","write_iops_max","write_iops_mean","write_iops_stddev","write_iops_samples","sync_total_ios","sync_lat_mean_ns","sync_lat_p50_ns","sync_lat_p95_ns","sync_lat_p99_ns","sync_lat_p999_ns","sync_lat_p9999_ns","sync_lat_min_ns","sync_lat_max_ns","sync_lat_stddev_ns","sync_lat_samples"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j1","fio","random-write","io_uring","4k","4096","1","1","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-1","fio-iops-4k-read-q32-j1","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j1 --ioengine=io_uring --rw=randwrite --bs=4k --iodepth=1 --numjobs=1 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j1/rep-1/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.262222","1.086111","204703","0","37","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","838438912","4657968","4548","1137.199238","180001","204697","1742.633727","1067","32618","863.094717","204697","877206.213345","872448","954368","1019904","1417216","4358144","449566","11416995","83413.961528","204697","878948.847072","450877","11418563","83426.482656","204697","4512","4584","4549.450000","15.953021","360","1128","1146","1137.344444","3.990689","360","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j1","fio","random-write","io_uring","4k","4096","1","1","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-2","fio-iops-4k-read-q32-j1","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j1 --ioengine=io_uring --rw=randwrite --bs=4k --iodepth=1 --numjobs=1 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j1/rep-2/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.263333","1.001667","204800","0","37","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","838828032","4660129","4550","1137.721457","180001","204791","1816.415392","1075","29915","873.713896","204792","876733.155339","872448","954368","1019904","1449984","4227072","530646","5090568","75322.627003","204791","878549.570469","532267","5092934","75343.007227","204791","4512","4584","4551.486111","17.531820","360","1128","1146","1137.855556","4.382953","360","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j1","fio","random-write","io_uring","4k","4096","1","1","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-3","fio-iops-4k-read-q32-j1","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j1 --ioengine=io_uring --rw=randwrite --bs=4k --iodepth=1 --numjobs=1 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j1/rep-3/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.245000","1.142778","204647","0","36","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","838193152","4656602","4547","1136.865906","180001","204637","1793.009016","1141","34132","854.415417","204637","877421.469309","872448","954368","1028096","1400832","3981312","488208","10597195","76834.488048","204637","879214.478325","490022","10598686","76848.461430","204637","4504","4600","4548.069444","16.382549","360","1126","1150","1137.000000","4.096333","360","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j4","fio","random-read","io_uring","4k","4096","32","4","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-1","fio-iops-4k-read-q32-j4","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j4 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=4 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j4/rep-1/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.317187","1.403040","1078281","0","149","4424118272","24575431","23999","5999.172323","180022","1079983","3010.839584","947","63129","2024.077987","1079983","21331181.873644","20578304","26607616","29491200","47972352","92798976","14309740","535668735","3253142.141017","1080107","21334192.686609","14313070","535677425","3253499.186034","1080107","22088","26154","24004.966667","286.750271","1440","5522","6538","6001.055556","71.723243","1440","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j4","fio","random-read","io_uring","4k","4096","32","4","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-2","fio-iops-4k-read-q32-j4","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j4 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=4 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j4/rep-2/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.322880","1.383731","1078543","0","145","4424142848","24575431","23999","5999.172328","180023","1079989","2942.174034","921","637359","2074.823432","1079989","21331282.715317","20316160","26607616","29753344","50069504","110624768","14286518","466018345","3435411.138404","1080113","21334224.894996","14288790","466026738","3435757.025158","1080113","21888","26248","24004.594444","291.928813","1440","5472","6562","6000.980556","73.017920","1440","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j4","fio","random-read","io_uring","4k","4096","32","4","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-3","fio-iops-4k-read-q32-j4","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j4 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=4 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j4/rep-3/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.336073","1.411645","1078595","0","145","4424142848","24575431","23999","5999.172328","180023","1079989","3173.596296","967","69831","2072.337175","1079989","21331020.305547","20316160","26607616","29753344","48496640","105381888","14123119","429648401","3395389.912140","1080113","21334193.866526","14128499","429654255","3395698.939046","1080113","21939","26192","24004.844444","285.083762","1440","5484","6548","6001.033333","71.307992","1440","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j8","fio","random-read","io_uring","4k","4096","32","8","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-1","fio-iops-4k-read-q32-j8","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j8 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=8 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j8/rep-1/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.227241","0.755733","1103360","0","298","4424654848","24575408","23999","5998.478150","180044","1079990","3650.733939","1036","112280","2139.980650","1079990","42687856.872550","21102592","179306496","446693376","834666496","1216348160","14321170","2080395869","81791811.574510","1080238","42691507.927788","14324431","2080401878","81792512.245196","1080238","13800","37682","24007.156360","504.447046","2877","3450","9420","6001.498112","126.098530","2877","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j8","fio","random-read","io_uring","4k","4096","32","8","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-2","fio-iops-4k-read-q32-j8","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j8 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=8 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j8/rep-2/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.206133","0.758089","1103910","0","290","4424658944","24575431","23999","5998.483704","180044","1079991","3540.704714","1020","101251","2087.707774","1079991","42681669.609195","21102592","179306496","446693376","834666496","1216348160","13640965","2011476443","81559384.633573","1080239","42685210.739782","13643547","2011481239","81560079.980726","1080239","14651","38210","24004.491195","507.904374","2877","3662","9552","6000.844321","126.962058","2877","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-read-q32-j8","fio","random-read","io_uring","4k","4096","32","8","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-3","fio-iops-4k-read-q32-j8","taskset -c 1-7 fio --name=fio-iops-4k-read-q32-j8 --ioengine=io_uring --rw=randread --bs=4k --iodepth=32 --numjobs=8 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-read-q32-j8/rep-3/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","0.200371","0.744415","1105252","0","298","4424658944","24575431","23999","5998.483704","180044","1079991","3453.567826","1029","120672","2068.619005","1079991","42682445.105310","21102592","177209344","434110464","817889280","1182793728","14464411","1993871432","80174515.421296","1080239","42685899.023671","14470015","1993876796","80175224.470293","1080239","14352","39288","24007.588757","540.927739","2877","3588","9822","6001.610384","135.213399","2877","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
"run-20260707-061513","aws-ebs-gp3-raw-performance","aws","gp3","aws-ebs","defaults","","fio-iops-4k-write-q32-j1","fio","random-write","io_uring","4k","4096","32","1","180","30","1","1","10G","0","0","none","0","raw-device","raw","shared","none","m6i.2xlarge","eu-central-1c","","0","gp3","100","6000","250","","0","1","rep-1","fio-iops-4k-write-q32-j1","taskset -c 1-7 fio --name=fio-iops-4k-write-q32-j1 --ioengine=io_uring --rw=randwrite --bs=4k --iodepth=32 --numjobs=1 --runtime=180 --ramp_time=30 --direct=1 --group_reporting=1 --time_based=1 --output-format=json --output=/opt/block-bench/results/run-20260707-061513/aws-ebs-gp3-raw-performance/defaults/benchmarks/fio-iops-4k-write-q32-j1/rep-1/fio.json --eta=never --filename=/dev/nvme1n1 --size 10G","0","1.198300","4.479320","1062736","0","36","0","0","0","0.000000","0","0","0.000000","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0.000000","0","0.000000","0","0","0.000000","0","0","0","0.000000","0.000000","0","0","0","0.000000","0.000000","0","4423733248","24575476","23999","5999.700010","180006","1079982","1417.871422","955","62099","658.422168","1079982","5331709.271128","5341184","5472256","5472256","5734400","8454144","2722001","14914843","99335.709631","1080013","5333127.139461","2723152","14916016","99321.557931","1080013","23991","24016","24002.686111","4.972215","360","5997","6004","6000.669444","1.248580","360","0","0.000000","0","0","0","0","0","0","0","0.000000","0"
